"PMID","Title","abstract"
"11808724","Personal and social conditions potentially influencing women's hearing loss management.","Little gender-specific data related to hearing loss and hearing loss management are available. The purpose of this investigation was to examine personal and social conditions affecting women at selected stages of the adult life course that may influence hearing loss management. In all, 191 women in three age groups, ranging from 35 to 85 years old, participated. None reported hearing problems. Participants completed a demographic data form and were given a standard audiometric evaluation to confirm age-normal hearing. Each completed assessments of speech understanding in quiet and noise, auditory signal duration discrimination, and binaural processing. Measures of hearing knowledge, behaviors, and attitudes; health-related locus of control; ego strength; and, social support were administered. Results revealed that although some variables deteriorate among subsequent age groups (i.e., hearing thresholds, central auditory processing, and ego strength), the reverse is true for others (i.e., social interaction and satisfaction with income). Age-specific sociodemographic burdens that may interfere with hearing loss management were noted. New psychosocial data are revealed against which women and men with impaired hearing may be compared."
"11758306","Dynamic modeling in medical technology assessment. Fitting hearing aids in The Netherlands.","OBJECTIVES: The main objective of this article is to demonstrate the usefulness of dynamic modeling for an economic assessment of technology in health care. Specifically, this approach is applied to assess the impact of the use of hearing aids in Dutch health care.METHODS: The population is divided into different health classes between which, over time, transitions occur. Transition probabilities are derived from exogenous data. The transitions are associated with economic and societal costs and benefits. People who are satisfied with their hearing aids experience benefits. These benefits are expressed by quality-adjusted life-years (QALYs). Costs are made during transitions (mainly the fitting of hearing aids). A cohort analysis is carried out, starting with people in a particular age group. The starting point is a fixed number of people within this age group, who are followed during their whole lifetime.RESULTS: Costs per QALY ratios are calculated for two health programs. The Fitting Hearing Aid Program describes the present situation in the Netherlands; the Post-purchase Counseling Hearing Aid Program is a hypothetical addition to the first program, where an intervention based on a Dutch study is undertaken to improve satisfaction with hearing aids. Future benefits and costs are discounted at a rate of 5%.CONCLUSIONS: The dynamic modeling approach provides a more realistic picture than a static approach. Particularly, the cost-effectiveness of the Fitting Hearing Aid Program is compared with the Post-purchase Counseling Hearing Aid Program."
"14658856","Expectations about hearing aids: demographic and audiological predictors.","The Expected Consequences of Hearing Aid Ownership inventory (ECHO) is a 14-item questionnaire for measuring expectations about hearing aids. The objectives of this study were to evaluate the ECHO questionnaire used in the Danish National Hearing Health Service in terms of reliability and validity; to use the inventory to assess the patients' pre-fitting expectations in different domains, to gain information on possible predictors for the magnitude of expectations, and to evaluate whether first-time users had realistic expectations. The questionnaire was administered to 805 consecutive patients, and responses were received from 47.7%, representative for the population examined in the department. The median age was 74.1 years, with an even distribution of males and females, and a median better-ear pure-tone average (0.5-4 kHz) of 41.3 dB HL. The results showed that the questionnaire had acceptable reliability and validity when the original subscales were rearranged. The pre-fitting expectations with regard to the positive effect of amplification and different aspects related to the hearing aid and service were, overall, very high. Age and hearing status were predictors of the magnitude of expectations related to the hearing aid and the service. In first-time users, unrealistic positive expectations were found with regard to potentially negative features of hearing aids."
"14582640","Examination of differences between successful and unsuccessful elderly hearing aid candidates matched for age, hearing loss and gender.","This study examined group differences on a variety of measures for three groups of elderly hearing aid candidates matched for gender, age and hearing loss. These three groups were: (1) 26 candidates who declined amplification (non-adherents); (2) 24 individuals who purchased hearing aids, but subsequently returned them (rejected HA); and (3) 26 who purchased hearing aids and continued to use their hearing aids for at least the first 6 months following delivery (accepted HA). Following demonstration of adequate reliability for these measures, using the non-adherents as the test retest study sample, group differences were examined for each pre-fit measure. The group of non-adherents who declined amplification differed from the two groups who purchased hearing aids on their scores for the Hearing Handicap Inventory for the Elderly (HHIE) and for several scales of the Communication Profile for the Hearing Impaired (CPHI) that assessed the individual's personal adjustment to hearing impairment. These findings were generally confirmed for the individual data, with the use of discriminant analysis. For the two groups who tried hearing aids, there were no group differences between those who retained them and those who did not. Discriminant analysis, however, indicated that those in the group who retained their (linear) hearing aids tended to have better finger dexterity and higher loudness discomfort levels than those who did not."
"12918634","Beyond hearing aid fitting: improving communication for older adults.","Many older adults with hearing impairment continue to have substantial communication difficulties after being fitted with hearing aids, and many do not choose to wear hearing aids. Two group communication education programs aimed at such older people are described. The 'Keep on Talking' program has a health promotion focus, and is aimed at maintaining communication for older adults living in the community. An experimental group (n = 120) attended the program, and a control group (n = 130) received a communication assessment but no intervention. Significant improvements were found in the experimental participants in terms of knowledge about communication changes with age and about strategies to maintain communication skills. At the follow-up evaluation at 1 year, 45% of the experimental group, compared to 10% of the control group, had acted to improve their communication skills. The 'Active Communication Education' program focuses on the development of problem-solving strategies to improve communication in everyday life situations. Preliminary outcomes have been assessed on a small scale (n = 14) to date. It is concluded that communication programs represent an important adjunct to, or supplement for, the traditional approach that focuses on hearing aid fitting."
"12918630","Demands on hearing aid features--special signal processing for elderly users?","Age-related effects on several parameters of hearing aid provision, comprising the importance of various hearing aid attributes, the main reason for dissatisfaction, and a measure for aided performance, were examined. When comparing two subgroups of younger and elderly hearing aid users, a significant difference occurred for the importance of the attribute 'handling', whereas all other features examined showed only differences in trends. The question posed for the main reason for dissatisfaction with the hearing aids revealed no significant contrasts. Problems with the instruments in several listening situations were investigated by means of the Gothenburg Profile. Items related to communication in groups showed significant differences between younger and older subjects, but only non-significant contrasts remained when the mean hearing losses of the two subgroups were properly matched. Based on the data presented, some age-related concerns should be taken into account in hearing-aid provision for elderly users, but special signal processing does not seem to be necessary."
"12701750","The hearing aid revolution: fact or fiction?","OBJECTIVE: To present the experiences of consumers with traditional hearing aids (T-HAs) and digital signal processing hearing aids (DSP-HAs) during the period 1999-2001, based on data obtained from an ongoing quality assurance programme.MATERIAL AND METHODS: A questionnaire is mailed to subjects fitted with HAs 3-4 months after the fitting, and includes questions concerning satisfaction with the HA, frequency of use of the HA, ability to manipulate the HA, satisfaction with the overall services of the department and need (if any) for additional appointments.RESULTS: The response rate was 69.5%, and thus information was obtained from 14 325 subjects (44.9% male, 55.1% female; median age 72 years; range 18-97 years). Of the respondents, 7,983 (55.7%) had been provided with T-HAs and 6,342 (44.3%) with DSP-HAs. The results of the questionnaire were as follows: 71.4% of those fitted with a T-HA were very satisfied/satisfied with it, compared to 68.1% with a DSP-HA (p &lt; 0.05); 91.6% and 89.1%, respectively used their HA daily/weekly (p &lt; 0.05); 80.5% and 82.2%, respectively, were able to manipulate their HA; 96.2% and 97.3%, respectively were satisfied with the overall services of the department; and 32.5% and 48.5%, respectively, indicated a need for an additional appointment (p &lt; 0.05). A comparison between high- and low-cost DSP-HAs showed that 68.4% and 68.2%, respectively were very satisfied/satisfied with their HA (p = NS).CONCLUSIONS: According to consumers the &quot;HA revolution&quot; has failed to materialize; the significantly higher proportion of subjects with DSP-HAs who need an additional appointment represents a heavy burden on the hearing health services. The lack of a difference between the benefits obtained with low- and high-cost DSP-HAs emphasizes the need for appropriately designed and performed trials before new HA technology is launched."
"15592858","Detecting components of hearing aid fitting using a self-assessment-inventory.","The evaluation of hearing-aid fitting includes numerous assessments such as electro- and psychoacoustic tests. The subjective estimation of the hearing aid user can be elicited with self-assessment inventories encompassing various parameters, e.g., benefit, satisfaction and usage. A questionnaire comprising 11 domains (disability, handicap, frequency and significance of the listening situation, importance of the hearing aid, expectation, demand, aided performance, benefit, satisfaction and usage) within three different conditions (speech in quiet and in noise and listening to sounds) was used to detect components underlying hearing aid fitting. The data show a three-factor structure (situation-, restriction- and aid-related variables) independent from the conditions. Usage depends on all of the three factors. Disability and handicap reveal the highest values for speech in noise, whereas the aid-related factor shows the lowest values for this condition. Global satisfaction with the hearing aid is significantly correlated with the aid-related factor, but independent from the restriction of hearing. The aid-related factor is positively influenced by the amount of social activity because more active persons report higher benefit and satisfaction for all listening conditions. Age does not exhibit a significant relationship to one of the components. Basically, all correlation coefficients are only intermediate, revealing that inter-individual differences of the patients are rather high. The data indicate that extra-audiological factors might also play an important role in the success of hearing aid fitting."
"15506496","Predicting success with hearing aids in everyday living.","Persons with impaired hearing who are candidates for amplification are not all equally successful with hearing aids in daily living. Having the ability to predict success with amplification in everyday life from measures that can be obtained during an initial evaluation of the patient's candidacy would result in greater patient satisfaction with hearing aids and more efficient use of clinical resources. This study investigated the relationship between various demographic and audiometric measures, and two measures of hearing aid success in 50 hearing aid wearers. Audiometric predictors included measures of audibility and suprathreshold distortion. The unaided and aided signal-to-noise ratio (SNR) loss on the QuickSIN test provided the best predictors of hearing aid success in daily living. However, much of this predictive relationship appeared attributable to the patient's age."
"15239204","Analysis of prefitting versus postfitting hearing aid orientation using the Glasgow Hearing Aid Benefit Profile (GHABP).","Results of this study demonstrate the advantages of both pre- and postfitting hearing aid orientation (HAO) sessions. This study demonstrated that HAO counseling is helpful in expediting hearing aid benefit and satisfaction through the education of our clients and that this benefit and satisfaction is age dependent as measured by the Glasgow Hearing Aid Benefit Profile (GHABP) (Gatehouse, 1997). Patients with greater initial disability, as identified by item 1 of the GHABP, receive significant benefit from prefitting and/or postfitting counseling as compared to patients receiving no counseling. Implications of these findings are discussed."
"15224866","Clinical trial of a low-cost, solar-powered hearing aid.","OBJECTIVE: In July 2001 the World Health Organization (WHO) launched their &quot;Guidelines for hearing aids and services for developing countries&quot;. The objective of this study was to evaluate the clinical outcome of an analogue, low-cost, behind-the-ear hearing aid (BTE-HA) that met the minimum technical requirements outlined by the WHO.MATERIAL AND METHODS: A total of 25 subjects (17 males, 8 females; median age 74 years; range 50-86 years) were recruited among patients referred for audiological evaluation who consented to participate in the trial. All subjects had a hearing loss of &lt; or = 60 dB HL at 2 kHz, were mobile and mentally unimpaired; 13 were experienced users of HAs, 3 suffered from mixed conductive/sensorineural hearing impairment (HI) and the remainder had pure sensorineural HI. Based on pure-tone, speech and impedance audiometry the BTE-HAs were fitted, using the National Acoustic Laboratories-R (NAL-R) prescription rule, 21 binaurally and 4 monaurally. All fittings were validated by insertion gain measurements, and the immediate benefit was measured by means of the speech recognition score in background noise (SRSN; signal:noise ratio = 10 dB) without and with the HA. After a 6-week trial period a structured interview based on the International Outcome Inventory for Hearing Aids (IOI-HAs) was performed.RESULTS: The results showed that the amplification of the HA deviated significantly from the NAL-R target at all frequencies, giving significantly more amplification at 500 and 1000 Hz despite maximum bass-cut, whenever relevant, and significantly less amplification as required at 2, 3 and 4 kHz. The median SRSN without HA was 48% (range 0-96%), which improved significantly to 80% (range 24-100%) with HA. The median individual difference in SRSN without and with HA was 20% (range 0-72%). The total IOI-HA score with the test HA was 4.1 (range 2.6-4.6), showing that it offered subjectively high satisfaction and reduction in limitations of activity.CONCLUSIONS: The low-cost HA: (i) provides benefit to the hearing-impaired person; (ii) offers poor amplification in the high frequencies; and (iii) gives subjective satisfaction similar to that for modern available HAs."
"15004647","Modeling and predicting hearing aid outcome.","Following a brief tutorial on the application of factor analysis to hearing aid outcome measures, three studies of hearing aid outcome measures in elderly adults are presented and analyzed. Two of the studies were completed at Indiana University (IU-1 and IU-2), and one was a collaborative multisite study by the Veterans Administration and the National Institute of Deafness and other Communication Disorders (NIDCD/VA). IU-1 measured hearing aid outcome in 173 elderly wearers of single-channel, linear, in-the-ear hearing aids with output-limiting compression, whereas IU-2 obtained the same extensive set of outcome measures from 53 elderly wearers of two-channel, wide-dynamic-range compression, in-the-canal hearing aids. In the NIDCD/VA study, 333 to 338 participants wore three single-channel circuits in succession, with each circuit housed within an in-the-ear shell. The three circuits included in that study and in this analysis were: (1) linear with peak clipping, (2) linear with output-limiting compression, and (3) single-channel, wide-dynamic-range compression. Evaluation of the many outcome measures completed in each study using principal components factor analysis revealed that from three (both IU studies) to five (NIDCD/VA study) principal components captured the individual differences in hearing aid outcome. This was independent of hearing aid type (in-the-ear or in-the-canal) and circuitry. Subsequent multiple regression analyses of individual differences in performance along each dimension of hearing aid outcome revealed that these individual differences could be accounted for reasonably well by various prefit variables for some dimensions of outcome, but not others. In general, measures of speech recognition performance were well accounted for by prefit measures, with the best predictors being hearing loss, cognitive performance, and age. Measures of hearing aid usage were less well accounted for by prefit measures, with the most accurate predictor of current hearing aid use being prior hearing aid use. The outcome dimension accounted for most poorly was that associated with hearing aid satisfaction, with subjective measures of aided sound quality being the best predictor of performance along this dimension of hearing aid outcome. Additional multicenter, large-scale studies are needed to develop more complete models of hearing aid outcome and to identify the variables that influence various aspects of hearing aid outcome. It is only through this additional research that it will be possible to optimize outcome for hearing aid wearers."
"16377990","Hearing aid patients in private practice and public health (Veterans Affairs) clinics: are they different?","OBJECTIVE: In hearing aid research, it is commonplace to combine data across subjects whose hearing aids were provided in different service delivery models. There is reason to question whether these types of patients are always similar enough to justify this practice. To explore this matter, this investigation evaluated similarities and differences in self-report data obtained from hearing aid patients derived from public health (Veterans Affairs, VA) and private practice (PP) settings.DESIGN: The study was a multisite, cross-sectional survey in which 230 hearing aid patients from VA and PP audiology clinic settings provided self-report data on a collection of questionnaires both before and after the hearing aid fitting. Subjects were all older adults with mild to moderately severe hearing loss. About half of them had previous experience wearing hearing aids. All subjects were fitted with wide-dynamic-range-compression instruments and received similar treatment protocols.RESULTS: Numerous statistically significant differences were observed between the VA and PP subject groups. Before the fitting, VA patients reported higher expectations from the hearing aids and more severe unaided problems compared with PP patients with similar audiograms. Three wks after the fitting, VA patients reported more satisfaction with their hearing aids. On some measures VA patients reported more benefit, but different measures of benefit did not give completely consistent results. Both groups reported using the hearing aids an average of approximately 8 hrs per day. VA patients reported age-normal physical and mental health, but PP patients tended to report better than typical health for their age group.CONCLUSIONS: These data indicate that hearing aid patients seen in the VA public health hearing services are systematically different in self-report domains from those seen in private practice services. It is therefore risky to casually combine data from these two types of subjects or to generalize research results from one group to the other. Further, compared with PP patients, VA patients consistently reported more favorable hearing aid fitting outcomes. Additional study is indicated to explore the determinants of this result and its generalizability to other public health service delivery systems such as those in other countries. Moreover, efforts should be made to assess the potential for transferring positive elements from the VA system to the PP service delivery system, if possible."
